,id,imdb_id,original_title,title,genres,budget,revenue,release_date,runtime,vote_average,vote_count,genre_term_1,genre_term_2,genre_term_3,genre_term_4,genre_term_5,genre_term_6,genre_term_7,genre_term_8,genre_term_9,budget_adjusted_to_2020,revenue_adjusted_to_2020
23062,86834,tt1959490,Noah,Noah,"Drama,Adventure",125000000.0,362637473.0,2014-03-20,139.0,5.5,2408.0,Drama,Adventure,,,,,,,,136550000.0,396145175.51
23108,155084,tt2059171,13 Sins,13 Sins,"Horror,Thriller",5000000.0,13809.0,2014-04-18,93.0,6.2,355.0,Horror,Thriller,,,,,,,,5462000.0,15084.95
23110,188207,tt1043726,The Legend of Hercules,The Legend of Hercules,"Action,Adventure",70000000.0,61279452.0,2014-01-10,99.0,4.4,542.0,Action,Adventure,,,,,,,,76468000.0,66941673.36
23111,145220,tt2281587,Muppets Most Wanted,Muppets Most Wanted,"Comedy,Adventure,Crime,Family",50000000.0,80383290.0,2014-03-20,112.0,6.2,318.0,Comedy,Adventure,Crime,Family,,,,,,54620000.0,87810706.0
23126,190955,tt1747958,Blood Ties,Blood Ties,"Thriller,Crime,Drama",25500000.0,2415472.0,2013-08-22,128.0,6.0,175.0,Thriller,Crime,Drama,,,,,,,28315200.0,2682140.11
23139,138222,tt1885300,Best Man Down,Best Man Down,"Comedy,Drama",1500000.0,1938.0,2012-10-20,90.0,6.1,65.0,Comedy,Drama,,,,,,,,1689750.0,2183.16
23158,193612,tt2235779,The Quiet Ones,The Quiet Ones,Horror,200000.0,17834867.0,2014-04-01,98.0,5.1,253.0,Horror,,,,,,,,,218480.0,19482808.71
23159,200505,tt2223990,Draft Day,Draft Day,Drama,25000000.0,28831145.0,2014-04-11,109.0,6.5,309.0,Drama,,,,,,,,,27310000.0,31495142.8
23170,180299,tt2265171,The Raid 2: Berandal,The Raid 2,"Action,Crime,Thriller",4500000.0,2627209.0,2014-03-27,150.0,7.6,832.0,Action,Crime,Thriller,,,,,,,4915800.0,2869963.11
23187,102382,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,"Action,Adventure,Fantasy",200000000.0,705717432.0,2014-04-16,142.0,6.5,4274.0,Action,Adventure,Fantasy,,,,,,,218480000.0,770925722.72
23200,157547,tt2388715,Oculus,Oculus,Horror,5000000.0,44030246.0,2013-09-08,104.0,6.3,1079.0,Horror,,,,,,,,,5552000.0,48891185.16
23205,249660,tt2528814,God's Not Dead,God's Not Dead,Drama,17000000.0,29789000.0,2014-03-21,113.0,5.9,242.0,Drama,,,,,,,,,18570800.0,32541503.6
23216,197796,tt2316801,La Belle et la Bête,Beauty and the Beast,"Fantasy,Romance",33000000.0,49100000.0,2014-02-12,112.0,5.8,669.0,Fantasy,Romance,,,,,,,,36049200.0,53636840.0
23224,172385,tt2357291,Rio 2,Rio 2,"Animation,Adventure,Comedy,Family",103000000.0,500188435.0,2014-03-19,102.0,6.3,997.0,Animation,Adventure,Comedy,Family,,,,,,112517200.0,546405846.39
23234,157353,tt2209764,Transcendence,Transcendence,"Thriller,Science,Fiction,Drama,Mystery",100000000.0,103039258.0,2014-04-16,119.0,5.9,2339.0,Thriller,Science,Fiction,Drama,Mystery,,,,,109240000.0,112560085.44
23239,236751,tt1929263,Heaven is for Real,Heaven is for Real,Drama,12000000.0,101332962.0,2014-04-16,99.0,6.1,234.0,Drama,,,,,,,,,13108800.0,110696127.69
23245,193610,tt2203939,The Other Woman,The Other Woman,"Comedy,Romance",40000000.0,196781193.0,2014-04-16,109.0,6.2,1467.0,Comedy,Romance,,,,,,,,43696000.0,214963775.23
23263,254473,tt1430612,Brick Mansions,Brick Mansions,"Action,Crime,Drama",28000000.0,68896829.0,2014-04-22,90.0,5.7,628.0,Action,Crime,Drama,,,,,,,30587200.0,75262896.0
23276,210479,tt2692904,Locke,Locke,"Drama,Thriller",2000000.0,4635300.0,2014-04-10,85.0,6.9,780.0,Drama,Thriller,,,,,,,,2184800.0,5063601.72
23289,76649,tt1921064,Pompeii,Pompeii,"Action,Adventure,History,Romance,Drama",130000000.0,117831631.0,2014-02-18,105.0,5.2,1294.0,Action,Adventure,History,Romance,Drama,,,,,142012000.0,128719273.7
23309,195589,tt2004420,Neighbors,Neighbors,Comedy,18000000.0,268157400.0,2014-05-08,96.0,6.2,2773.0,Comedy,,,,,,,,,19663200.0,292935143.76
23324,49158,tt0076809,Tentacoli,Tentacles,"Thriller,Horror,Science,Fiction",750000.0,3000000.0,1977-02-25,102.0,3.8,17.0,Thriller,Horror,Science,Fiction,,,,,,3200400.0,12801600.0
23330,205601,tt2404181,Belle,Belle,Drama,10900000.0,16505460.0,2013-09-08,105.0,7.2,230.0,Drama,,,,,,,,,12103360.0,18327662.78
23331,152599,tt1951181,The Immigrant,The Immigrant,"Drama,Romance",16000000.0,5867686.0,2013-07-03,117.0,6.2,256.0,Drama,Romance,,,,,,,,17766400.0,6515478.53
23333,19703,tt1280558,अ वेडनसडे,A Wednesday!,"Action,Drama",1400000.0,3500000.0,2008-09-05,103.0,7.0,61.0,Action,Drama,,,,,,,,1682380.0,4205950.0
23349,252680,tt3014666,Moms' Night Out,Moms' Night Out,Comedy,5000000.0,10429707.0,2014-03-25,98.0,5.5,122.0,Comedy,,,,,,,,,5462000.0,11393411.93
23358,240832,tt2872732,Lucy,Lucy,"Action,Science,Fiction",40000000.0,126546825.0,2014-07-14,89.0,6.3,6048.0,Action,Science,Fiction,,,,,,,43696000.0,138239751.63
23359,127585,tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,"Action,Adventure,Fantasy,Science,Fiction",250000000.0,747862775.0,2014-05-15,131.0,7.5,6155.0,Action,Adventure,Fantasy,Science,Fiction,,,,,273100000.0,816965295.41
23360,124905,tt0831387,Godzilla,Godzilla,"Action,Science,Fiction,Thriller",160000000.0,529076069.0,2014-05-14,123.0,6.1,3232.0,Action,Science,Fiction,Thriller,,,,,,174784000.0,577962697.78
23364,187596,tt2463288,Walk of Shame,Walk of Shame,Comedy,15000000.0,59209.0,2014-05-02,95.0,5.8,561.0,Comedy,,,,,,,,,16386000.0,64679.91
23377,59981,tt0884726,Legends of Oz: Dorothy's Return,Legends of Oz: Dorothy's Return,"Animation,Music,Family",70000000.0,18662027.0,2013-06-13,88.0,5.8,45.0,Animation,Music,Family,,,,,,,77728000.0,20722314.78
23379,212778,tt2883512,Chef,Chef,Comedy,11000000.0,45967935.0,2014-05-08,114.0,7.2,1203.0,Comedy,,,,,,,,,12016400.0,50215372.19
23405,210947,tt2309961,Afflicted,Afflicted,"Horror,Thriller",318000.0,121179.0,2014-04-04,85.0,6.4,210.0,Horror,Thriller,,,,,,,,347383.2,132375.94
23421,232672,tt1086772,Blended,Blended,Comedy,40000000.0,123494610.0,2014-05-21,117.0,6.6,1028.0,Comedy,,,,,,,,,43696000.0,134905511.96
23422,198277,tt1980929,Begin Again,Begin Again,"Comedy,Music,Romance,Drama",8000000.0,63464861.0,2013-09-07,104.0,7.3,1285.0,Comedy,Music,Romance,Drama,,,,,,8883200.0,70471381.65
23437,102651,tt1587310,Maleficent,Maleficent,"Fantasy,Adventure,Action,Family,Romance",180000000.0,758539785.0,2014-05-28,97.0,7.0,4607.0,Fantasy,Adventure,Action,Family,Romance,,,,,196632000.0,828628861.13
23465,137113,tt1631867,Edge of Tomorrow,Edge of Tomorrow,"Action,Science,Fiction",178000000.0,370541256.0,2014-05-27,113.0,7.6,4979.0,Action,Science,Fiction,,,,,,,194447200.0,404779268.05
23472,177677,tt2381249,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,"Action,Adventure,Thriller",150000000.0,682330139.0,2015-07-23,131.0,7.1,3274.0,Action,Adventure,Thriller,,,,,,,163740000.0,744831579.73
23477,198185,tt1647668,Million Dollar Arm,Million Dollar Arm,Drama,25000000.0,38307627.0,2014-05-09,124.0,6.6,264.0,Drama,,,,,,,,,27310000.0,41847251.73
23512,222935,tt2582846,The Fault in Our Stars,The Fault in Our Stars,"Romance,Drama",12000000.0,307166834.0,2014-05-16,125.0,7.6,3868.0,Romance,Drama,,,,,,,,13108800.0,335549049.46
23513,209185,tt2319580,The Grand Seduction,The Grand Seduction,Comedy,12700000.0,3430018.0,2014-05-30,112.0,6.7,109.0,Comedy,,,,,,,,,13873480.0,3746951.66
23516,175541,tt1425922,Black Nativity,Black Nativity,"Drama,Music",17500000.0,7018189.0,2013-11-27,93.0,5.8,16.0,Drama,Music,,,,,,,,19432000.0,7792997.07
23520,140870,tt2368672,Minuscule - La vallée des fourmis perdues,Minuscule: Valley of the Lost Ants,"Animation,Adventure,Family",19700000.0,30000000.0,2013-11-17,89.0,6.6,128.0,Animation,Adventure,Family,,,,,,,21874880.0,33312000.0
23534,110428,tt2018086,Camille Claudel 1915,Camille Claudel 1915,Drama,3512454.0,115860.0,2013-03-13,95.0,7.0,20.0,Drama,,,,,,,,,3900228.92,128650.94
23547,227700,tt1715336,Mindscape,Mindscape,"Thriller,Drama",4357373.0,1200000.0,2013-10-13,99.0,6.5,202.0,Thriller,Drama,,,,,,,,4838426.98,1332480.0
23552,114574,tt2304517,Bikini Spring Break,Bikini Spring Break,Comedy,500000.0,500000.0,2012-06-26,87.0,3.8,20.0,Comedy,,,,,,,,,563250.0,563250.0
23553,187017,tt2294449,22 Jump Street,22 Jump Street,"Crime,Comedy,Action",50000000.0,188441614.0,2014-06-05,112.0,7.0,3375.0,Crime,Comedy,Action,,,,,,,54620000.0,205853619.13
23554,244088,tt2465578,Il capitale umano,Human Capital,Drama,6000000.0,5809330.0,2014-01-09,111.0,7.4,201.0,Drama,,,,,,,,,6554400.0,6346112.09
23555,156022,tt0455944,The Equalizer,The Equalizer,"Thriller,Action,Crime",55000000.0,192330738.0,2014-09-24,132.0,7.1,2997.0,Thriller,Action,Crime,,,,,,,60082000.0,210102098.19
23557,82702,tt1646971,How to Train Your Dragon 2,How to Train Your Dragon 2,"Fantasy,Action,Adventure,Animation,Comedy,Family",145000000.0,609123048.0,2014-06-12,102.0,7.6,3163.0,Fantasy,Action,Adventure,Animation,Comedy,Family,,,,158398000.0,665406017.64
23561,194662,tt2562232,Birdman,Birdman,"Drama,Comedy",18000000.0,103215094.0,2014-08-27,119.0,7.4,4657.0,Drama,Comedy,,,,,,,,19663200.0,112752168.69
23572,87368,tt1860152,17 filles,17 Girls,Drama,4141459.0,201607.0,2011-06-13,87.0,5.6,103.0,Drama,,,,,,,,,4762677.85,231848.05
23594,85350,tt1065073,Boyhood,Boyhood,Drama,4000000.0,44349000.0,2014-06-05,164.0,7.5,2008.0,Drama,,,,,,,,,4369600.0,48446847.6
23599,184098,tt2239832,Think Like a Man Too,Think Like a Man Too,"Comedy,Romance",24000000.0,70181428.0,2014-06-20,105.0,6.3,229.0,Comedy,Romance,,,,,,,,26217600.0,76666191.95
23602,209451,tt1742044,Jersey Boys,Jersey Boys,"Music,Drama",40000000.0,67347013.0,2014-06-05,134.0,6.8,257.0,Music,Drama,,,,,,,,43696000.0,73569877.0
23617,91314,tt2109248,Transformers: Age of Extinction,Transformers: Age of Extinction,"Science,Fiction,Action,Adventure",210000000.0,1091405097.0,2014-06-25,165.0,5.8,3136.0,Science,Fiction,Action,Adventure,,,,,,229404000.0,1192250927.96
23645,218836,tt2980706,Planes: Fire & Rescue,Planes: Fire & Rescue,"Animation,Comedy,Adventure,Family",50000000.0,151165787.0,2014-07-17,83.0,5.8,286.0,Animation,Comedy,Adventure,Family,,,,,,54620000.0,165133505.72
23654,262340,tt3433074,Mrs. Brown's Boys D'Movie,Mrs. Brown's Boys D'Movie,Comedy,5900000.0,23000000.0,2014-06-27,94.0,4.7,34.0,Comedy,,,,,,,,,6445160.0,25125200.0
23659,226486,tt2103254,Tammy,Tammy,Comedy,20000000.0,100525432.0,2014-07-02,97.0,5.0,508.0,Comedy,,,,,,,,,21848000.0,109813981.92
23665,242224,tt2321549,The Babadook,The Babadook,"Drama,Thriller,Horror",2000000.0,6676471.0,2014-05-22,93.0,6.5,1890.0,Drama,Thriller,Horror,,,,,,,2184800.0,7293376.92
23672,267999,tt2844798,Fehér Isten,White God,Drama,2200000.0,282358.0,2014-06-12,121.0,6.6,105.0,Drama,,,,,,,,,2403280.0,308447.88
23673,244786,tt2582802,Whiplash,Whiplash,Drama,3300000.0,13092000.0,2014-10-10,105.0,8.3,4376.0,Drama,,,,,,,,,3604920.0,14301700.8
23675,210577,tt2267998,Gone Girl,Gone Girl,"Mystery,Thriller,Drama",61000000.0,369330363.0,2014-10-01,145.0,7.9,6023.0,Mystery,Thriller,Drama,,,,,,,66636400.0,403456488.54
23692,119450,tt2103281,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,"Science,Fiction,Action,Drama,Thriller",170000000.0,710644566.0,2014-06-26,130.0,7.3,4511.0,Science,Fiction,Action,Drama,Thriller,,,,,185708000.0,776308123.9
23701,123109,tt1763264,No One Lives,No One Lives,"Horror,Thriller",2900000.0,74918.0,2013-03-09,86.0,5.5,173.0,Horror,Thriller,,,,,,,,3220160.0,83188.95
23724,253235,tt2465146,And So It Goes,And So It Goes,"Comedy,Drama,Romance",18000000.0,25312387.0,2014-07-20,94.0,5.7,166.0,Comedy,Drama,Romance,,,,,,,19663200.0,27651251.56
23737,225886,tt1956620,Sex Tape,Sex Tape,Comedy,40000000.0,126069509.0,2014-07-17,97.0,5.2,1733.0,Comedy,,,,,,,,,43696000.0,137718331.63
23748,238636,tt2975578,The Purge: Anarchy,The Purge: Anarchy,"Horror,Thriller",9000000.0,108782847.0,2014-07-17,104.0,6.6,2008.0,Horror,Thriller,,,,,,,,9831600.0,118834382.06
23753,118340,tt2015381,Guardians of the Galaxy,Guardians of the Galaxy,"Action,Science,Fiction,Adventure",170000000.0,773328629.0,2014-07-30,121.0,7.9,10014.0,Action,Science,Fiction,Adventure,,,,,,185708000.0,844784194.32
23758,242095,tt2910814,The Signal,The Signal,"Thriller,Science,Fiction",4000000.0,600896.0,2014-03-15,95.0,5.8,639.0,Thriller,Science,Fiction,,,,,,,4369600.0,656418.79
23767,138103,tt2333784,The Expendables 3,The Expendables 3,"Action,Adventure,Thriller",90000000.0,206172544.0,2014-08-04,127.0,6.1,1830.0,Action,Adventure,Thriller,,,,,,,98316000.0,225222887.07
23772,184315,tt1267297,Hercules,Hercules,"Action,Adventure",100000000.0,243400000.0,2014-07-23,99.0,5.6,1707.0,Action,Adventure,,,,,,,,109240000.0,265890160.0
23780,157849,tt1972571,A Most Wanted Man,A Most Wanted Man,Thriller,15000000.0,31554855.0,2014-07-25,121.0,6.5,545.0,Thriller,,,,,,,,,16386000.0,34470523.6
23783,231576,tt2870708,Wish I Was Here,Wish I Was Here,"Drama,Comedy",5500000.0,5483299.0,2014-01-18,120.0,6.4,304.0,Drama,Comedy,,,,,,,,6008200.0,5989955.83
23822,238603,tt2183034,Earth to Echo,Earth to Echo,"Family,Adventure,Science,Fiction",13000000.0,45300000.0,2014-06-14,89.0,5.7,294.0,Family,Adventure,Science,Fiction,,,,,,14201200.0,49485720.0
23830,243683,tt2626350,Step Up All In,Step Up All In,"Romance,Drama,Music",45000000.0,86165646.0,2014-07-16,112.0,6.7,649.0,Romance,Drama,Music,,,,,,,49158000.0,94127351.69
23845,244566,tt2581244,Life After Beth,Life After Beth,"Romance,Comedy,Horror",2400000.0,88273.0,2014-08-15,90.0,5.0,235.0,Romance,Comedy,Horror,,,,,,,2621760.0,96429.43
23850,157845,tt2345737,The Rover,The Rover,"Crime,Drama",12250000.0,2295423.0,2014-05-18,103.0,6.1,295.0,Crime,Drama,,,,,,,,13381900.0,2507520.09
23861,229297,tt2870756,Magic in the Moonlight,Magic in the Moonlight,"Comedy,Drama,Romance",16800000.0,51029361.0,2014-07-25,97.0,6.5,749.0,Comedy,Drama,Romance,,,,,,,18352320.0,55744473.96
23877,228194,tt2980648,The Hundred-Foot Journey,The Hundred-Foot Journey,Drama,22000000.0,88880821.0,2014-08-06,122.0,7.3,516.0,Drama,,,,,,,,,24032800.0,97093408.86
23896,76757,tt1617661,Jupiter Ascending,Jupiter Ascending,"Science,Fiction,Fantasy,Action,Adventure",176000003.0,183987723.0,2015-02-04,124.0,5.2,2816.0,Science,Fiction,Fantasy,Action,Adventure,,,,,192121603.27,200840998.43
23897,98566,tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,"Science,Fiction,Action,Adventure,Fantasy,Comedy",125000000.0,477200000.0,2014-08-07,101.0,5.8,2677.0,Science,Fiction,Action,Adventure,Fantasy,Comedy,,,,136550000.0,521293280.0
23906,227156,tt0435651,The Giver,The Giver,"Drama,Science,Fiction",25000000.0,66980456.0,2014-08-11,94.0,6.4,1859.0,Drama,Science,Fiction,,,,,,,27310000.0,73169450.13
23918,193893,tt1924435,Let's Be Cops,Let's Be Cops,Comedy,17000000.0,136621271.0,2014-08-13,104.0,6.4,1234.0,Comedy,,,,,,,,,18570800.0,149245076.44
23955,211067,tt2383068,The Sacrament,The Sacrament,"Horror,Mystery,Thriller",4000000.0,9221.0,2013-09-02,99.0,5.6,139.0,Horror,Mystery,Thriller,,,,,,,4441600.0,10239.0
23956,212769,tt1828959,Make Your Move,Make Your Move,Music,15.0,122.0,2013-08-07,110.0,6.2,30.0,Music,,,,,,,,,16.66,135.47
23957,189,tt0458481,Sin City: A Dame to Kill For,Sin City: A Dame to Kill For,"Crime,Thriller",65000000.0,39407616.0,2014-08-20,102.0,6.3,1314.0,Crime,Thriller,,,,,,,,71006000.0,43048879.72
23962,249164,tt1355630,If I Stay,If I Stay,Drama,11000000.0,78874843.0,2014-08-21,106.0,7.3,1415.0,Drama,,,,,,,,,12016400.0,86162878.49
23989,221902,tt2737050,"Deux jours, une nuit","Two Days, One Night",Drama,7000000.0,6860853.0,2014-05-21,95.0,6.8,327.0,Drama,,,,,,,,,7646800.0,7494795.82
24010,282813,tt2799166,The Pyramid,The Pyramid,Horror,6500000.0,13865435.0,2014-12-04,89.0,4.6,365.0,Horror,,,,,,,,,7100600.0,15146601.19
24013,209189,tt1663207,Life of Crime,Life of Crime,"Comedy,Crime",12000000.0,265452.0,2013-09-14,94.0,5.5,144.0,Comedy,Crime,,,,,,,,13324800.0,294757.9
24015,256274,tt2870612,"As Above, So Below","As Above, So Below","Horror,Thriller",5000000.0,40100000.0,2014-08-14,93.0,6.1,788.0,Horror,Thriller,,,,,,,,5462000.0,43805240.0
24038,241848,tt2980592,The Guest,The Guest,"Mystery,Thriller,Action",5000000.0,2367161.0,2014-09-17,99.0,6.5,661.0,Mystery,Thriller,Action,,,,,,,5462000.0,2585886.68
24075,204922,tt1726592,Before I Go to Sleep,Before I Go to Sleep,"Mystery,Thriller",22000000.0,15447154.0,2014-09-03,92.0,6.2,672.0,Mystery,Thriller,,,,,,,,24032800.0,16874471.03
24078,199933,tt2800038,Atlas Shrugged Part III: Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,"Drama,Science,Fiction,Mystery",5000000.0,846704.0,2014-09-12,99.0,3.9,15.0,Drama,Science,Fiction,Mystery,,,,,,5462000.0,924939.45
24082,216282,tt2106361,Into the Storm,Into the Storm,"Action,Thriller",50000000.0,160602194.0,2014-08-06,89.0,5.8,829.0,Action,Thriller,,,,,,,,54620000.0,175441836.73
24085,192145,tt2343793,Third Person,Third Person,"Drama,Romance",28000000.0,1749201.0,2013-09-09,137.0,5.8,218.0,Drama,Romance,,,,,,,,31091200.0,1942312.79
24086,254191,tt3177316,Honeymoon,Honeymoon,Horror,1000000.0,9318.0,2014-09-12,87.0,5.4,261.0,Horror,,,,,,,,,1092400.0,10178.98
24089,154400,tt1600196,The Drop,The Drop,"Drama,Crime",12600000.0,19054534.0,2014-09-12,106.0,6.7,859.0,Drama,Crime,,,,,,,,13764240.0,20815172.94
24121,198663,tt1790864,The Maze Runner,The Maze Runner,"Action,Mystery,Science,Fiction,Thriller",34000000.0,348319861.0,2014-09-10,113.0,7.0,5540.0,Action,Mystery,Science,Fiction,Thriller,,,,,37141600.0,380504616.16
24122,136835,tt2011159,No Good Deed,No Good Deed,"Crime,Thriller",13200000.0,53830415.0,2014-09-10,83.0,5.6,182.0,Crime,Thriller,,,,,,,,14419680.0,58804345.35
24123,244506,tt2994190,Camp X-Ray,Camp X-Ray,Drama,1000000.0,59744.0,2014-10-17,117.0,6.7,395.0,Drama,,,,,,,,,1092400.0,65264.35
24140,169917,tt0365907,A Walk Among the Tombstones,A Walk Among the Tombstones,"Crime,Drama,Mystery,Thriller",28000000.0,53181600.0,2014-09-18,113.0,6.2,1145.0,Crime,Drama,Mystery,Thriller,,,,,,30587200.0,58095579.84
24142,282296,tt2908856,My Old Lady,My Old Lady,"Romance,Comedy,Drama",5000000.0,7527232.0,2014-09-09,107.0,6.1,100.0,Romance,Comedy,Drama,,,,,,,5462000.0,8222748.24
24176,111479,tt1786751,CBGB,CBGB,"Drama,Music",5000000.0,40400.0,2013-10-11,101.0,6.5,45.0,Drama,Music,,,,,,,,5552000.0,44860.16
24179,264656,tt2398231,The Homesman,The Homesman,"Western,Drama",16000000.0,3442853.0,2014-05-18,122.0,6.4,262.0,Western,Drama,,,,,,,,17478400.0,3760972.62
24191,254904,tt2402157,The November Man,The November Man,"Crime,Action,Thriller",15000000.0,32556119.0,2014-08-27,108.0,6.0,645.0,Crime,Action,Thriller,,,,,,,16386000.0,35564304.4
24208,170687,tt0787474,The Boxtrolls,The Boxtrolls,"Animation,Comedy,Family,Fantasy",60000000.0,108255770.0,2014-09-10,97.0,6.6,689.0,Animation,Comedy,Family,Fantasy,,,,,,65544000.0,118258603.15
24209,149871,tt2576852,かぐや姫の物語,The Tale of the Princess Kaguya,"Animation,Drama,Fantasy",49300000.0,24186232.0,2013-11-23,137.0,8.0,350.0,Animation,Drama,Fantasy,,,,,,,54742720.0,26856392.01
24226,239678,tt1371150,This Is Where I Leave You,This Is Where I Leave You,"Drama,Comedy",19800000.0,41296320.0,2014-09-10,103.0,6.5,512.0,Drama,Comedy,,,,,,,,21629520.0,45112099.97
24241,190859,tt2179136,American Sniper,American Sniper,"War,Action",58800000.0,542307423.0,2014-12-11,133.0,7.4,4600.0,War,Action,,,,,,,,64233120.0,592416628.89
24243,246403,tt3099498,Tusk,Tusk,"Comedy,Horror",2800000.0,1826705.0,2014-09-19,102.0,5.1,374.0,Comedy,Horror,,,,,,,,3058720.0,1995492.54
24258,250546,tt3322940,Annabelle,Annabelle,Horror,6500000.0,255273813.0,2014-10-02,99.0,5.5,1588.0,Horror,,,,,,,,,7100600.0,278861113.32
24278,49017,tt0829150,Dracula Untold,Dracula Untold,"Horror,Action,Drama,Fantasy,War",70000000.0,215529201.0,2014-10-01,92.0,6.2,2439.0,Horror,Action,Drama,Fantasy,War,,,,,76468000.0,235444099.17
24292,241254,tt1085492,The Prince,The Prince,"Thriller,Action",18000000.0,266586800.0,2014-08-22,93.0,4.6,218.0,Thriller,Action,,,,,,,,19663200.0,291219420.32
24295,227707,tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,"Fantasy,Adventure,Family",25000000.0,6399.0,2013-12-05,99.0,5.1,74.0,Fantasy,Adventure,Family,,,,,,,27760000.0,7105.45
24315,206487,tt2397535,Predestination,Predestination,"Science,Fiction,Thriller",5500000.0,3000000.0,2014-08-28,97.0,7.3,1971.0,Science,Fiction,Thriller,,,,,,,6008200.0,3277200.0
24350,239571,tt1972779,The Best of Me,The Best of Me,"Drama,Romance",26000000.0,35926213.0,2014-10-16,117.0,7.2,777.0,Drama,Romance,,,,,,,,28402400.0,39245795.08
24351,245891,tt2911666,John Wick,John Wick,"Action,Thriller",20000000.0,88761661.0,2014-10-22,101.0,7.0,5499.0,Action,Thriller,,,,,,,,21848000.0,96963238.48
24357,205587,tt1872194,The Judge,The Judge,Drama,50000000.0,83719388.0,2014-10-08,141.0,7.2,1433.0,Drama,,,,,,,,,54620000.0,91455059.45
24366,228150,tt2713180,Fury,Fury,"War,Drama,Action",68000000.0,211817906.0,2014-10-15,135.0,7.4,4028.0,War,Drama,Action,,,,,,,74283200.0,231389880.51
24368,266285,tt2720680,The Salvation,The Salvation,"Drama,Western",10500000.0,42070000.0,2014-05-22,100.0,6.2,285.0,Drama,Western,,,,,,,,11470200.0,45957268.0
24372,239563,tt2170593,St. Vincent,St. Vincent,Comedy,13000000.0,54837234.0,2014-10-09,102.0,7.1,770.0,Comedy,,,,,,,,,14201200.0,59904194.42
24407,218778,tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day","Family,Comedy",28000000.0,100654149.0,2014-10-08,81.0,6.1,502.0,Family,Comedy,,,,,,,,30587200.0,109954592.37
24413,218043,tt2467046,Left Behind,Left Behind,"Thriller,Action,Science,Fiction",16000000.0,19682924.0,2014-10-03,110.0,3.7,396.0,Thriller,Action,Science,Fiction,,,,,,17478400.0,21501626.18
24438,242512,tt1204977,Ouija,Ouija,Horror,5000000.0,103590271.0,2014-10-24,89.0,4.9,1006.0,Horror,,,,,,,,,5462000.0,113162012.04
24445,242582,tt2872718,Nightcrawler,Nightcrawler,"Crime,Drama,Thriller",8500000.0,38697217.0,2014-10-23,117.0,7.6,3475.0,Crime,Drama,Thriller,,,,,,,9285400.0,42272839.85
24454,36523,tt0259308,Felix The Cat: The Movie,Felix The Cat: The Movie,"Animation,Family",9000000.0,1964253.0,1988-10-01,82.0,3.7,5.0,Animation,Family,,,,,,,,19691100.0,4297589.14
24455,177572,tt2245084,Big Hero 6,Big Hero 6,"Adventure,Family,Animation,Action,Comedy",165000000.0,652105443.0,2014-10-24,102.0,7.8,6289.0,Adventure,Family,Animation,Action,Comedy,,,,,180246000.0,712359985.93
24459,236735,tt3253930,La isla mínima,Marshland,"Mystery,Thriller",4000000.0,5169755.0,2014-09-25,105.0,7.1,255.0,Mystery,Thriller,,,,,,,,4369600.0,5647440.36
24464,228326,tt2262227,The Book of Life,The Book of Life,"Romance,Animation,Adventure,Comedy,Family,Fantasy",50000000.0,97437106.0,2014-10-01,95.0,7.3,778.0,Romance,Animation,Adventure,Comedy,Family,Fantasy,,,,54620000.0,106440294.59
24482,264660,tt0470752,Ex Machina,Ex Machina,"Drama,Science,Fiction",15000000.0,36869414.0,2015-01-21,108.0,7.6,4862.0,Drama,Science,Fiction,,,,,,,16374000.0,40246652.32
24564,17108,tt0848538,Gong fu guan lan,Kung Fu Dunk,"Action,Adventure,Comedy",10000000.0,22896728.0,2008-02-07,100.0,5.0,50.0,Action,Adventure,Comedy,,,,,,,12017000.0,27514998.04
24579,103686,tt1403214,Paradies: Liebe,Paradise: Love,Drama,3600000.0,24267.0,2012-04-27,120.0,6.7,53.0,Drama,,,,,,,,,4055400.0,27336.78
24640,87492,tt1100089,Foxcatcher,Foxcatcher,"Drama,Thriller",24000000.0,12096300.0,2014-05-19,134.0,6.5,965.0,Drama,Thriller,,,,,,,,26217600.0,13213998.12
24655,199534,tt2004432,Wolf Creek 2,Wolf Creek 2,"Horror,Thriller",8000000.0,9630444.0,2013-08-30,106.0,5.9,156.0,Horror,Thriller,,,,,,,,8883200.0,10693645.02
24666,77951,tt1762399,Walking With Dinosaurs,Walking With Dinosaurs,"Animation,Family,Adventure",80000000.0,126546518.0,2013-12-18,87.0,5.2,136.0,Animation,Family,Adventure,,,,,,,88832000.0,140517253.59
24759,96239,tt1810861,Zombadings 1: Patayin sa Shokot si Remington,Remington and the Curse of the Zombadings,"Foreign,Comedy,Horror,Drama",22361.0,721651.0,2011-08-31,96.0,5.3,5.0,Foreign,Comedy,Horror,Drama,,,,,,25715.15,829898.65
24777,203793,tt1966566,Сталинград,Stalingrad,"War,Action",30000000.0,68129518.0,2013-10-09,131.0,5.7,93.0,War,Action,,,,,,,,33312000.0,75651016.79
